research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
CES201610,2829,162,brick,gebruiken,,,1,3
CES201610,3450,188,brick,om en om,,,0,0
CES201610,3775,215,brick,maken ,,,1,2
CES201610,3816,217,brick,veel,,,0,0
CES201610,6608,412,brick,maken,,,1,2
CES201610,7077,427,brick,veel,,,0,0
CES201610,9379,594,brick,maken,,,1,2
CES201610,11553,729,brick,ja,,,0,0
CES201610,12608,783,brick,iets,,,0,0
CES201610,12610,783,brick,maar ,,,0,0
CES201610,10063,648,brick,aambeeld,aambeeld,anvil,4,3
CES201610,5801,363,brick,het aanleggen van een weg,aanleggen weg,construct road,1,5
CES201610,3973,237,brick,aannemen,aannemen,contract,1,4
CES201610,5226,300,brick,aannemer,aannemer,contractor,0,0
CES201610,12626,783,brick,aansteker,aansteker,lighter,3,3
CES201610,8321,555,brick,aarde,aarde,soil,0,0
CES201610,3719,207,brick,als accesoire ,accessoire,accessory,3,4
CES201610,3884,224,brick,assecoire,accessoire,accessory,3,4
CES201610,4076,248,brick,accesoire,accessoire,accessory,3,4
CES201610,4144,249,brick,als accesoire,accessoire,accessory,3,4
CES201610,9611,612,brick,accesoire,accessoire,accessory,3,4
CES201610,11383,717,brick,ACCESOIRE,accessoire,accessory,3,4
CES201610,5487,333,brick,als accessoire in huis zetten,accessoire huis zetten,put accessory house,3,4
CES201610,8010,540,brick,Achter verstoppen,achter verstoppen,hide behind,2,3
CES201610,4054,242,brick,achtergrond foto,achtergrond foto,background photo,3,4
CES201610,5514,337,brick,afkbakening,afbakening,demarcation,2,5
CES201610,6622,412,brick,afbrokkelen,afbrokkelen,crumble,2,5
CES201610,6718,419,brick,afbrokkelen,afbrokkelen,crumble,2,5
CES201610,11701,738,brick,afleider,afleider,distractor,4,2
CES201610,5089,295,brick,afscherming,afscherming,shielding,1,5
CES201610,7367,474,brick,iets mee afzetten,afzetten,drop off,2,5
CES201610,4204,257,brick,allerlei soorten meubels,allerlei soorten meubels,all kinds of furniture,2,4
CES201610,12606,783,brick,alweer,alweer,again,0,0
CES201610,3844,216,brick,Amsterdamse school,Amsterdamse school,Amsterdam school,1,1
CES201610,6005,393,brick,een ander stuk steen breken,ander stuk steen breken,break another piece of stone,2,4
CES201610,3598,196,brick,anker,anker,anchor,3,4
