research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01
CES201705,13784,872,brick,maken,,,0,0
CES201705,14351.4,902,brick, etc......,,,0,0
CES201705,14432,899,brick,veel,,,0,0
CES201705,15572,946,brick,je kan er iets op doen,,,0,0
CES201705,16246.1,975,brick,5,,,0,0
CES201705,15665,955,brick,aannemer,aannemer,contractor,0,0
CES201705,15441,939,brick,Aanrecht,aanrecht,counter,2,3
CES201705,16554,992,brick,Aansteker,aansteker,lighter,4,1
CES201705,15676,9999,brick,aanvallen,aanvallen,attack,3,3
CES201705,15444,939,brick,Accesoires,accessoires,accessories,3,2
CES201705,13021,820,brick,achter het wiel van een auto zetten zodat deze niet achteruit rijdt.,achter wiel auto zetten zodat niet achteruit rijdt,put car behind wheel so that it does not drive backwards,4,4
CES201705,14061,884,brick,achtergrond,achtergrond,background,3,3
CES201705,13353,851,brick,achtertuin,achtertuin,backyard,2,3
CES201705,14844,915,brick,afscheiding,afscheiding,secretion,2,4
CES201705,15423,938,brick,afscheiding planten in tuin,afscheiding planten tuin,garden separation plants,2,4
CES201705,15031,930,brick,iets anders kapot maken,anders kapot,otherwise break,2,4
CES201705,14957,922,brick,als anker voor een boot,anker boot,anchor boat,4,3
CES201705,12908,813,brick,appartement,appartement,apartment,1,3
CES201705,14885,918,brick,appartement,appartement,apartment,1,5
CES201705,14879,918,brick,architect,architect,architect,0,0
CES201705,12939.4,817,brick, architectuur,architectuur,architecture,1,5
CES201705,12943,817,brick,architectuur,architectuur,architecture,1,5
CES201705,13587,862,brick,Architectuur,architectuur,architecture,1,5
CES201705,15645.5,956,brick, architectuur,architectuur,architecture,1,5
CES201705,15377,936,brick,artistiek object,artistiek object,artistic object,3,3
CES201705,13126,842,brick,auto,auto,car,4,1
CES201705,13283,844,brick,auto,auto,car,4,1
CES201705,12903,813,brick,auto steen stoep huizen hotel ,auto steen stoep huizen hotel,car stone sidewalk houses hotel,0,0
CES201705,14344,909,brick,ayi benim,ayi benim,ayi benim,0,0
CES201705,13112,829,brick,bak 1,bak,bin,0,0
CES201705,13113,829,brick,bak 2,bak,bin,0,0
CES201705,13114,829,brick,bak 3,bak,bin,0,0
CES201705,13131,835,brick,bak,bak,bin,2,3
CES201705,13143,834,brick,bak,bak,bin,2,3
CES201705,13692,869,brick,bak,bak,bin,2,3
CES201705,13709,874,brick,bak,bak,bin,2,3
CES201705,14415,911,brick,bak,bak,bin,2,3
CES201705,14437,899,brick,een bak van maken,bak,bin,2,3
CES201705,14358,903,brick,bakfiets,bakfiets,cargo bike,4,1
CES201705,13679,870,brick,bakken,bakken,baking,3,4
CES201705,15923,967,brick,Bakken met stenen,bakken stenen,baking stones,3,4
CES201705,15509,944,brick,bakoven,bakoven,oven,3,3
CES201705,13118,832,brick,baksteen,baksteen,brick,1,5
CES201705,13356,856,brick,baksteen,baksteen,brick,1,5
CES201705,16498,9999,brick,baksteen,baksteen,brick,1,5
CES201705,14369,903,brick,baksteen door je ruit,baksteen ruit,brick window,2,5
CES201705,13000,822,brick,baksteenkasteel,baksteenkasteel,brick castle,1,5
CES201705,14372,903,brick,bakstenen,bakstenen,brick,1,4
CES201705,14429,899,brick,2 basktenen van maken,bakstenen,brick,1,4
CES201705,13002,822,brick,bakstenenauto,bakstenen auto,brick car,5,1
CES201705,13007,822,brick,bakstenendienblad,bakstenen dienblad,brick tray,5,3
CES201705,13003,822,brick,bakstenenfiets,bakstenen fiets,brick bicycle,5,1
CES201705,13008,822,brick,bakstenenfietspad,bakstenen fietspad,brick cycle path,1,5
CES201705,16470,986,brick,bakstenen hok voor je huisdier maken,bakstenen hok huisdier,brick house pet,1,5
CES201705,13004,822,brick,bakstenenhuis,bakstenen huis,brick house,1,5
CES201705,13006,822,brick,bakstenenschool,bakstenen school,brick school,1,5
CES201705,14159,890,brick,iets met bakstenen schrijven,bakstenen schrijven,writing bricks,4,3
CES201705,13005,822,brick,bakstenentafel,bakstenen tafel,brick table,4,3
CES201705,14152,887,brick,bal,bal,ball,3,3
CES201705,14297,893,brick,BBQ,barbecue,barbecue,4,3
CES201705,16318,980,brick,bed,bed,bed,4,3
CES201705,14952,923,brick,Bedframe,bed frame,bed frame,4,3
CES201705,14961,922,brick,om een beeld uit te hakken,beeld hakken,chopping image,3,4
CES201705,13607,865,brick,beeld vormen uit,beeld vormen,form image,3,4
CES201705,14460,896,brick,beelden maken,beelden,images,3,4
CES201705,12928,816,brick,Beeidhouden,beeldhouwen,sculpt,3,4
CES201705,12933,814,brick,Beeldhouden,beeldhouwen,sculpt,3,4
CES201705,13588,862,brick,beeldhouwen,beeldhouwen,sculpt,3,4
CES201705,15708,952,brick,Beeldhouwen,beeldhouwen,sculpt,3,4
CES201705,15611,948,brick,er een beeldje van maken,beeldje,figurine,3,4
CES201705,13140,835,brick,bescherming,bescherming,protection,3,4
CES201705,12880,811,brick,bescherming tegen kou,bescherming tegen kou,protection against cold,3,3
CES201705,14007,882,brick,om te beschilderen,beschilderen,paint,4,4
CES201705,15038,934,brick,beschilderen,beschilderen,paint,4,4
CES201705,14842,914,brick,beschilderen als kunstwerk,beschilderen kunstwerk,painting artwork,4,4
CES201705,13301,845,brick,bestek,bestek,specifications,5,1
CES201705,15044,934,brick,bestippelen,bestippelen,dot,4,4
CES201705,13061,824,brick,bestrate,bestrate,paved,1,5
CES201705,13062,824,brick,bestraten,bestraten,paving,1,5
CES201705,14876,918,brick,beton,beton,concrete,1,3
CES201705,14188,891,brick,bierfles opener,bierfles opener,beer bottle opener,4,4
CES201705,14958,923,brick,een bit style beeld van maken,bit style beeld,bit style image,3,4
CES201705,16243,975,brick,bmw,BMW,BMW,0,0
CES201705,15723,960,brick,bob de boiwer,bob bouwer,bob builder,0,0
CES201705,15901,966,brick,bob de bouwer,bob bouwer,bob builder,0,0
CES201705,15506,944,brick,boeken steun,boeken steun,book support,4,5
CES201705,13924,877,brick,als boekenhouder,boekenhouder,book holder,4,5
CES201705,14295,893,brick,boekenkast,boekenkast,bookcase,5,4
CES201705,14146,888,brick,boekensteun,boekensteun,bookend,4,5
CES201705,14181,891,brick,Boekhouder,boekhouder,book holder,4,5
CES201705,14365,903,brick,boktor,boktor,longhorn beetle,0,0
CES201705,13296,845,brick,Boot,boot,boat,4,2
CES201705,12939.3,817,brick, bouw,bouw,build,1,5
CES201705,12942,817,brick,bouw,bouw,build,1,5
CES201705,13134,835,brick,bouw,bouw,build,1,5
CES201705,13183,836,brick,bouw,bouw,build,1,5
CES201705,14338,909,brick,bouw,bouw,build,1,5
CES201705,14883,918,brick,bouwbedrijf,bouwbedrijf,construction company,0,0
CES201705,14403,905,brick,bouwblokken,bouwblokken,building blocks,1,5
CES201705,12909,813,brick,bouwen,bouwen,build,1,5
CES201705,12975,819,brick,bouwen,bouwen,build,1,5
CES201705,13077,826,brick,bouwen,bouwen,build,1,5
CES201705,13178,841,brick,Bouwen,bouwen,build,1,5
CES201705,13330,849,brick,bouwen,bouwen,build,1,5
CES201705,13358,856,brick,bouwen ,bouwen,build,1,5
CES201705,13448,858,brick,bouwen,bouwen,build,1,5
CES201705,13553,861,brick,bouwen,bouwen,build,1,5
CES201705,13604,865,brick,bouwen,bouwen,build,1,5
CES201705,13670,871,brick,Bouwen,bouwen,build,1,5
CES201705,13707,874,brick,bouwen,bouwen,build,1,5
CES201705,13717,868,brick,bouwen,bouwen,build,1,5
CES201705,13725,873,brick,bouwen,bouwen,build,1,5
CES201705,13780,872,brick,bouwen,bouwen,build,1,5
CES201705,13923,877,brick,bouwen,bouwen,build,1,5
CES201705,14110.3,885,brick, voor het bouwen van iets,bouwen,build,1,5
CES201705,14111,886,brick,bouwen,bouwen,build,1,5
CES201705,14151,887,brick,bouwen,bouwen,build,1,5
CES201705,14170,889,brick,bouwen,bouwen,build,1,5
CES201705,14332,906,brick,bouwen,bouwen,build,1,5
CES201705,14354,900,brick,bouwen,bouwen,build,1,5
CES201705,14373.1,897,brick,bouwen,bouwen,build,1,5
CES201705,14396,898,brick,bouwen,bouwen,build,1,5
CES201705,14532.1,904,brick,bouwen,bouwen,build,1,5
CES201705,14545,907,brick,bouwen,bouwen,build,1,5
CES201705,14832,916,brick,bouwen,bouwen,build,1,5
CES201705,14878,918,brick,bouwen,bouwen,build,1,5
CES201705,14928,919,brick,bouwen,bouwen,build,1,5
CES201705,14943,921,brick,bouwewn,bouwen,build,1,5
CES201705,14948,924,brick,bouwen,bouwen,build,1,5
CES201705,15041,934,brick,bouwen,bouwen,build,1,5
CES201705,15045,926,brick,Bouwen,bouwen,build,1,5
CES201705,15054,935,brick,bouwen,bouwen,build,1,5
CES201705,15375,936,brick,bouwen,bouwen,build,1,5
CES201705,15382,937,brick,bouwen,bouwen,build,1,5
CES201705,15501,944,brick,bouwen,bouwen,build,1,5
CES201705,15610,948,brick,bouwen,bouwen,build,1,5
CES201705,15620,950,brick,bouwen,bouwen,build,1,5
CES201705,15645.4,956,brick, bouwen,bouwen,build,1,5
CES201705,15652,958,brick,Bouwen,bouwen,build,1,5
CES201705,15656,951,brick,Iets bouwen,bouwen,build,1,5
CES201705,15662,955,brick,bouwen ,bouwen,build,1,5
CES201705,15674,9999,brick,bouwen,bouwen,build,1,5
CES201705,15713,952,brick,bouwen,bouwen,build,1,5
CES201705,15718,960,brick,bouwen,bouwen,build,1,5
CES201705,15732,9999,brick,bouwen,bouwen,build,1,5
CES201705,15738,964,brick,bouwen,bouwen,build,1,5
CES201705,15827,963,brick,bouwen,bouwen,build,1,5
CES201705,15900,966,brick,bouwen,bouwen,build,1,5
CES201705,16240,972,brick,bouwen,bouwen,build,1,5
CES201705,16257,983,brick,bouwen,bouwen,build,1,5
CES201705,16303,982,brick,bouwen,bouwen,build,1,5
CES201705,16316,980,brick,bouwen,bouwen,build,1,5
CES201705,16366,985,brick,bouwen,bouwen,build,1,5
CES201705,15149,933,brick,Bouwen van huizen,bouwen huizen,build houses,1,5
CES201705,15582.2,947,brick,bouwen en als verhoging gebruiken,bouwen verhoging,build elevation,1,5
CES201705,13265,839,brick,bouwmateriaal,bouwmateriaal,building material,1,5
CES201705,14884,918,brick,bouwmedewerker,bouwmedewerker,construction worker,0,0
CES201705,15514,945,brick,Bouwsector,bouwsector,construction industry,0,0
CES201705,12912,813,brick,bouwvakker,bouwvakker,construction worker,0,0
CES201705,12977,819,brick,bouwvakker,bouwvakker,construction worker,0,0
CES201705,13135,835,brick,bouwvakker,bouwvakker,construction worker,0,0
CES201705,13148,834,brick,bouwvakker,bouwvakker,construction worker,0,0
CES201705,13394,855,brick,bouwvakker,bouwvakker,construction worker,0,0
CES201705,15513,945,brick,Bouwvakker,bouwvakker,construction worker,0,0
CES201705,15722,960,brick,bouwvaker,bouwvakker,construction worker,0,0
CES201705,13423,860,brick,aan bouwvakkers geven,bouwvakkers geven,construction workers give,0,0
CES201705,12976,819,brick,bouwvaller,bouwvallen,ruins,0,0
CES201705,16563,994,brick,bouwwerk,bouwwerk,building,1,5
CES201705,12869,810,brick,bouwerken,bouwwerken,buildings,1,5
CES201705,14431,899,brick,naar boven gooien,boven gooien,throw above,2,5
CES201705,16499,9999,brick,braintrain,braintrain,braintrain,0,0
CES201705,16088,970,brick,breekbaar,breekbaar,fragile,0,0
CES201705,13783,872,brick,breken\,breken,break,2,4
CES201705,14834,916,brick,breken,breken,break,2,4
CES201705,15711,952,brick,breken,breken,break,2,4
CES201705,15730,9999,brick,breken,breken,break,2,4
CES201705,15878,965,brick,breken,breken,break,2,4
CES201705,16292.3,984,brick, breken,breken,break,2,4
CES201705,15743,964,brick,op brood doen,brood,bread,4,1
CES201705,13127,842,brick,brug,brug,bridge,1,4
CES201705,14296,893,brick,brug,brug,bridge,1,4
CES201705,14060,884,brick,bruin,bruin,brown,0,0
CES201705,12930,816,brick,build a well,build a well,build well,1,5
CES201705,12878,810,brick,buitenmuren,buitenmuren,exterior walls,1,5
CES201705,12871,810,brick,bungalows,bungalows,bungalows,1,5
CES201705,14960,923,brick,en bureau,bureau,desk,4,3
CES201705,15010,925,brick,bureau,bureau,desk,4,3
CES201705,13017,820,brick,cadeau,cadeau,gift,3,3
CES201705,14110.1,885,brick,cadeau,cadeau,gift,3,3
CES201705,12870,810,brick,cement,cement,cement,1,3
CES201705,12910,813,brick,cement,cement,cement,1,3
CES201705,12974,819,brick,cement,cement,cement,1,3
CES201705,13081,826,brick,cement,cement,cement,1,3
CES201705,13121,832,brick,cement,cement,cement,1,3
CES201705,13128,835,brick,cement,cement,cement,1,3
CES201705,13145,834,brick,cement,cement,cement,1,3
CES201705,13681,870,brick,cement,cement,cement,1,3
CES201705,14062,884,brick,cement,cement,cement,1,3
CES201705,14364,903,brick,cement,cement,cement,1,3
CES201705,14379,897,brick,cement,cement,cement,1,3
CES201705,14882,918,brick,sement,cement,cement,1,3
CES201705,14935,919,brick,cement,cement,cement,1,3
CES201705,14938,920,brick,cement,cement,cement,1,3
CES201705,15001,932,brick,cement,cement,cement,1,3
CES201705,15645.8,956,brick, cement,cement,cement,1,3
CES201705,15719,960,brick,cement,cement,cement,1,3
CES201705,15902,966,brick,cement,cement,cement,1,3
CES201705,16087,970,brick,cement,cement,cement,1,3
CES201705,16253,983,brick,cement ,cement,cement,1,3
CES201705,16262,977,brick,cement,cement,cement,1,3
CES201705,14394,898,brick,clubhuizen ,clubhuizen,clubhouses,1,5
CES201705,15003,932,brick,complex,complex,complex,1,5
CES201705,13120,832,brick,constructie,constructie,construction,1,4
CES201705,14183,891,brick,contra gewicht,contra gewicht,counter weight,2,4
CES201705,13668,871,brick,Co    rdineer je huishoudelijke werkjes nu eens wat beter.,coördineer huishoudelijke werkjes beter,coordinate household chores better,0,0
CES201705,13306,845,brick,dak,dak,roof,2,4
CES201705,15380,936,brick,decoratie,decoratie,decoration,3,4
CES201705,13977,880,brick,decoratie voor tuin,decoratie tuin,decoration garden,3,4
CES201705,14399,905,brick,decorstuk,decorstuk,decor piece,3,4
CES201705,16643,996,brick,demonstratie wapen,demonstratie wapen,demonstration weapon,2,3
CES201705,15993,971,brick,deur houder,deur houder,door holder,2,5
CES201705,15651,959,brick,gebruiken als deur open houder,deur open houder,door open holder,2,5
CES201705,14795,913,brick,Deur openhouden,deur openhouden,keep door open,2,5
CES201705,14158,890,brick,deur tegen houden,deur tegen houden,stop door,2,5
CES201705,13925,877,brick,deuropener,deuropener,door opener,2,5
CES201705,13601,864,brick,als deurstop,deurstopper,door stopper,2,5
CES201705,14306,894,brick,deurstopper,deurstopper,door stopper,2,5
CES201705,15507,944,brick,deurstopper,deurstopper,door stopper,2,5
CES201705,13324,846,brick,dijk bouwen,dijk bouwen,build dike,1,5
CES201705,15734,9999,brick,dingen slopen,dingen slopen,demolish things,2,4
CES201705,14113,886,brick,dingen tegenhouden,dingen tegenhouden,holding things back,2,3
CES201705,14112,886,brick,dingen er op zetten,dingen zetten,put things,2,3
CES201705,12983,821,brick,doel paaltjes voetbal,doel paaltjes voetbal,goal posts football,4,5
CES201705,14955,922,brick,doelpaal bij voetval,doelpaal voetval,goal post footfall,4,5
CES201705,15735,9999,brick,domino makne,domino,domino,5,4
CES201705,15043,934,brick,doorboren,doorboren,pierce,3,3
CES201705,15035,930,brick,doormidden hakken,doormidden hakken,chop in half,3,3
CES201705,15742,964,brick,doormidden zagne,doormidden zagen,saw in half,3,3
CES201705,15825,963,brick,doormiddenzagen,doormidden zagen,saw in half,3,3
CES201705,13605,865,brick,dragen,dragen,wear,3,3
CES201705,14184,891,brick,dumbell,dumbell,dumbell,3,4
CES201705,14886,918,brick,duur,duur,duration,0,0
CES201705,16238,978,brick,eigen hut bouwen,eigen hut bouwen,build your own hut,1,5
CES201705,13382,850,brick,iets ergens instampen,ergens instampen,stamp somewhere,3,3
CES201705,14435,899,brick,ernaar kijken,ernaar kijken,look at it,3,3
CES201705,15058,935,brick,erop delen strijken,erop delen strijken,iron parts on it,4,4
CES201705,15106,927,brick,om erop te staan als ik ergens niet bij kom,erop staan ergens niet kom,insist on not coming somewhere,2,5
CES201705,14436,899,brick,erop tekenen,erop tekenen,draw on it,4,4
CES201705,15622,950,brick,eten,eten,eat,3,1
CES201705,13336,849,brick,10eurooo,eurooo,eurooo,0,0
CES201705,12899,812,brick,fabriek,fabriek,factory,1,5
CES201705,12911,813,brick,fabriek,fabriek,factory,1,5
CES201705,15473,943,brick,familie,familie,family,0,0
