research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
CES201705,14422,906,fork,gebruiken,,,1,3
CES201705,16272.1,975,fork,5,,,0,0
CES201705,16586,994,fork,maken,,,2,3
CES201705,16275,975,fork,A4,a,a,0,0
CES201705,14168,888,fork,aarde omharken,aarde harken,rake earth,3,4
CES201705,12895,811,fork,je kan met de achterkant van een vork je koffie/thee roeren,achterkant vork koffie thee roeren,back of fork stirring coffee tea,2,5
CES201705,15147,930,fork,afschieten,afschieten,shoot,3,5
CES201705,13210,835,fork,afwas,afwas,washing up,1,5
CES201705,13223,834,fork,afwas,afwas,washing up,1,5
CES201705,13743,870,fork,afwas,afwas,washing up,1,5
CES201705,15819,952,fork,afwassen,afwassen,wash up,1,5
CES201705,13063,824,fork,aluminium,aluminium,aluminium,0,0
CES201705,16556,992,fork,Archeology,archeology,archaeology,0,0
CES201705,16671,997,fork,Armband van maken bij buigen,armband buigen,bending bracelet,4,3
CES201705,16673,997,fork,Bij maken van armbandje uiteinde vastknopen,armbandje uiteinde vastknopen,tie bracelet end,4,3
CES201705,13831,872,fork,je kan er armbandjes mee maken met een touwtje,armbandjes touwtje,bracelets string,4,3
CES201705,15697,956,fork,armoede,armoede,poverty,0,0
CES201705,13983,880,fork,een art ervan maken,art ervan,art thereof,3,2
CES201705,14445,909,fork,avond eten,avond eten,dinner,0,0
CES201705,16505,9999,fork,avond eten,avond eten,dinner,0,0
CES201705,13315,845,fork,avondeten,avondeten,dinner,0,0
CES201705,14473,903,fork,avondeten,avondeten,dinner,0,0
CES201705,15016,920,fork,avondeten,avondeten,dinner,0,0
CES201705,16028,966,fork,avondeten,avondeten,dinner,0,0
CES201705,14229,892,fork,Baard kam.,baard kam,beard comb,3,4
CES201705,13115,829,fork,bak 1,bak,bin,0,0
CES201705,13116,829,fork,bak 2,bak,bin,0,0
CES201705,13117,829,fork,bak 3,bak,bin,0,0
CES201705,15124,925,fork,bakje maken,bakje,tub,3,2
CES201705,14443,909,fork,bakken,bakken,baking,0,0
CES201705,14492,898,fork,bakken ,bakken,baking,0,0
CES201705,15061,923,fork,bij bakken een mooi ribbel randje te maken ,bakken mooi ribbel randje,baking beautiful ribbed edge,3,4
CES201705,13151,832,fork,bami,bami,Bami,0,0
CES201705,16302,981,fork,band lek prikken,band lek prikken,puncture tire,4,5
CES201705,16327,974,fork,band lek prikken,band lek prikken,puncture tire,4,5
CES201705,12924,813,fork,bbq,barbecue,barbecue,3,4
CES201705,16382,980,fork,bed,bed,bed,0,0
CES201705,13766,868,fork,bedreigen,bedreigen,threaten,3,4
CES201705,14572,896,fork,beel maken,beeld,image,4,3
CES201705,15123,925,fork,beelden maken zoals toren eifeltoren,beelden zoals toren Eiffeltoren,images such as tower Eiffel Tower,4,3
CES201705,15203,927,fork,me been krabben,been krabben,leg scratching,3,5
CES201705,13031,823,fork,begroting,begroting,budget,0,0
CES201705,12886,810,fork,bestek,bestek,cutlery,1,5
CES201705,12962,817,fork,bestek',bestek,cutlery,1,5
CES201705,12988,819,fork,bestek,bestek,cutlery,1,5
CES201705,13085,827,fork,bestek,bestek,cutlery,1,5
CES201705,13108,828,fork,bestek,bestek,cutlery,1,5
CES201705,13150,832,fork,bestek,bestek,cutlery,1,5
CES201705,13207,835,fork,bestek,bestek,cutlery,1,5
CES201705,13221,834,fork,bestek,bestek,cutlery,1,5
CES201705,13230,837,fork,bestek,bestek,cutlery,1,5
CES201705,13236,833,fork,bestek,bestek,cutlery,1,5
CES201705,13249,838,fork,bestek,bestek,cutlery,1,5
CES201705,13253,841,fork,bestek,bestek,cutlery,1,5
CES201705,13268,836,fork,bestek,bestek,cutlery,1,5
CES201705,13289,844,fork,bestek,bestek,cutlery,1,5
CES201705,13308,845,fork,Bestek,bestek,cutlery,1,5
CES201705,13337,849,fork,bestek',bestek,cutlery,1,5
CES201705,13380,851,fork,bestek,bestek,cutlery,1,5
CES201705,13745,867,fork,bestek ,bestek,cutlery,1,5
CES201705,13943,878,fork,bestek,bestek,cutlery,1,5
CES201705,14488,898,fork,bestek ,bestek,cutlery,1,5
CES201705,14908,918,fork,bestek,bestek,cutlery,1,5
CES201705,14998,919,fork,bestek,bestek,cutlery,1,5
CES201705,15014,920,fork,bestek\,bestek,cutlery,1,5
CES201705,15386,936,fork,bestek,bestek,cutlery,1,5
CES201705,15527,945,fork,Bestek,bestek,cutlery,1,5
CES201705,15642,950,fork,bestek,bestek,cutlery,1,5
CES201705,15769,955,fork,bestek ,bestek,cutlery,1,5
CES201705,15829,960,fork,bestek,bestek,cutlery,1,5
CES201705,16041,967,fork,Bestek,bestek,cutlery,1,5
CES201705,16298,977,fork,bestek,bestek,cutlery,1,5
CES201705,16529,990,fork,als bestek,bestek,cutlery,1,5
CES201705,13758,874,fork,in je bestek la doen,bestek la,cutlery drawer,1,5
CES201705,15865,964,fork,in de besteklade doen,besteklade,cutlery drawer,1,5
CES201705,15839,960,fork,bezoek,bezoek,visit,0,0
CES201705,15644,950,fork,biefstuk,biefstuk,steak,0,0
CES201705,13622,865,fork,bier openen,bier openen,open beer,3,5
CES201705,13945,878,fork,bieropener,bieropener,beer opener,3,5
CES201705,16588,993,fork,blaadjes van de stoep rapen,blaadjes stoep rapen,picking up leaves from sidewalk,4,3
CES201705,14176,887,fork,je kan er een blik mee openmaken waarvan het lipje eraf is,blik openmaken waarvan lipje eraf,Open can with lip off,3,4
CES201705,15753,959,fork,blikjes open maken ,blikjes open,open cans,3,4
CES201705,14165,888,fork,boekenlegger,boekenlegger,bookmark,5,4
CES201705,15526,944,fork,boekenlegger,boekenlegger,bookmark,5,4
CES201705,12993,819,fork,bord,bord,plate,0,0
CES201705,13198,835,fork,bord,bord,plate,0,0
CES201705,14470,903,fork,bord,bord,plate,0,0
CES201705,15836,960,fork,bord,bord,plate,0,0
CES201705,16030,966,fork,bord,bord,plate,0,0
CES201705,13262,841,fork,borden,borden,plates,0,0
CES201705,14052,883,fork,gebruiken als borstel,borstel,brush,2,4
CES201705,15201,927,fork,borstel,borstel,brush,2,4
CES201705,15427,938,fork,borstel (kleine zeemeermin),borstel,brush,2,4
CES201705,14863,915,fork,borstel/kam,borstel kam,brush comb,2,4
CES201705,13829,872,fork,bouwen,bouwen,build,3,3
CES201705,15625,949,fork,bouwen,bouwen,build,3,3
CES201705,16380,980,fork,bouwen,bouwen,build,3,3
CES201705,15621,949,fork,bouwvakker,bouwvakker,construction worker,0,0
CES201705,12885,810,fork,bouwerken van maken,bouwwerken,buildings,3,3
CES201705,14493,898,fork,braden ,braden,roast,1,5
CES201705,14082,884,fork,breien,breien,knit,3,4
CES201705,14313,894,fork,om te breien,breien,knit,3,4
CES201705,14871,917,fork,breien,breien,knit,3,4
CES201705,14444,909,fork,breken,breken,break,3,4
CES201705,13385,852,fork,brief mee openen,brief openen,open letter,2,5
CES201705,16590,993,fork,briefjes mee op een prikbord plakken,briefjes prikbord plakken,sticking notes on notice board,4,4
CES201705,13070,824,fork,buigbaar,buigbaar,bendable,0,0
CES201705,14449,909,fork,buigen,buigen,bow,2,4
CES201705,16646,996,fork,om buigen tot abstract kunstwerk,buigen abstract kunstwerk,bending abstract artwork,4,4
CES201705,12947,816,fork,chew,chew,chew,0,0
CES201705,13594,862,fork,constructiemiddel,constructiemiddel,means of construction,3,3
CES201705,15166,928,fork,contouren ,contouren,contours,4,4
CES201705,16354,982,fork,contouren (make up),contouren,contours,4,4
CES201705,14914,918,fork,couvert,couvert,place setting,0,0
CES201705,12965,817,fork,culinair,culinair,culinary,0,0
CES201705,12946,816,fork,cut,cut,cut,1,3
CES201705,12950,816,fork,cut,cut,cut,1,3
CES201705,13155,832,fork,dagelijks,dagelijks,daily,0,0
CES201705,13239,833,fork,dagelijks gebruik,dagelijks gebruik,daily use,0,0
CES201705,15770,955,fork,dagelijks gebruik,dagelijks gebruik,daily use,0,0
CES201705,14223,891,fork,dart pijl,dart pijl,dart arrow,4,3
CES201705,14530,911,fork,darten,darten,darts,4,3
CES201705,15946,963,fork,darten ,darten,darts,4,3
CES201705,15388,936,fork,decoratie,decoratie,decoration,3,3
CES201705,14506,905,fork,decorstuk,decorstuk,decor piece,3,3
CES201705,12919,813,fork,dekken,dekken,cover,0,0
CES201705,14912,918,fork,desert,dessert,dessert,0,0
CES201705,13632,9999,fork,details maken in klei of zachte dingen,details klei zachte dingen,details clay soft things,3,5
CES201705,13049,820,fork,deurblok,deurblok,door block,3,3
CES201705,15481,943,fork,diepzeeduiken,diepzeeduiken,deep sea diving,4,1
CES201705,12889,810,fork,diner,diner,dinner,0,0
CES201705,13111,828,fork,diner,diner,dinner,0,0
CES201705,14497,898,fork,diner ,diner,dinner,0,0
CES201705,14919,918,fork,diner,diner,dinner,0,0
CES201705,13770,868,fork,dineren,dineren,dine,1,5
CES201705,14211,889,fork,dingen ergens achter vandaan halen,dingen ergens achter vandaan halen,get things from behind something,3,4
CES201705,13757,874,fork,dingen mee kapot maken,dingen kapot,things break,3,4
CES201705,15979,968,fork,dingen kapot maken,dingen kapot,things break,3,4
CES201705,14178,887,fork,je kan dingen lekprikken,dingen lek prikken,puncturing things,3,5
CES201705,14510,908,fork,dingen lek prikken,dingen lek prikken,puncturing things,3,5
CES201705,13048,820,fork,om dingen onder een kastje vandaan te schuiven,dingen onder kastje vandaan schuiven,sliding things out from under cupboards,3,4
CES201705,16597,995,fork,dingen openmaken,dingen openmaken,opening things,3,4
CES201705,14505,905,fork,dingen mee oppakken,dingen oppakken,picking things up,2,4
CES201705,14626,904,fork,dingen oppakken,dingen oppakken,picking things up,2,4
CES201705,13939,877,fork,andere dingen mee oppakken dan eten,dingen oppakken eten,picking things up eating,2,4
CES201705,16530,990,fork,om dingen op te pakken,dingen pakken,grab things,2,4
CES201705,14121,886,fork,dingen pakken die een spleet liggen,dingen pakken spleet liggen,grab things and lie to pieces,3,4
CES201705,14573,896,fork,gebruiken om dingen te prakken,dingen prakken,mash things,1,5
CES201705,14122,886,fork,dingen schoonmaken met kleine randjes,dingen schoonmaken kleine randjes,cleaning things up small edges,4,4
CES201705,14120,886,fork,dingen vasthouden,dingen vasthouden,hold things,2,4
CES201705,16503,9999,fork,doner,döner,doner,0,0
CES201705,14123,886,fork,doucheputje leeghalen,douche putje leeghalen,empty shower drain,3,5
CES201705,14180,887,fork,je kan douchputje mee schoonmaken,douche putje schoonmaken,cleaning shower drain,3,5
CES201705,14124,886,fork,gebruiken om een draad te spannen ,draad spannen,tension wire,3,4
CES201705,13248,838,fork,driepuntig,driepuntig,three-pointed,0,0
CES201705,15257,933,fork,Drinken mee roeren,drinken roeren,stir drink,2,5
CES201705,15821,952,fork,drogen,drogen,dry,0,0
CES201705,14854,916,fork,drummen,drummen,play drums,4,4
CES201705,13937,877,fork,drumstok (?),drumstok,drumstick,4,4
CES201705,16584,994,fork,een dure vork maken en voor veel geld verkopen,dure vork geld verkopen,selling expensive fork for money,3,3
CES201705,12945,816,fork,eat,eat,eat,1,5
CES201705,12951,814,fork,Eat,eat,eat,1,5
CES201705,13899,876,fork,ei klutsen,ei klutsen,beat egg,2,5
CES201705,16110,971,fork,Eiren kloppen,eieren kloppen,beat eggs,2,5
CES201705,15752,959,fork,eiren lopen ,eieren lopen,walking eggs,3,5
CES201705,14447,909,fork,eitje,eitje,egg,0,0
CES201705,14055,883,fork,met elastiekjes tussen de stelen van de vork,elastiekjes tussen stelen vork,rubber bands between fork stems,3,3
CES201705,14792,912,fork,als elektrische geleider,elektrische geleider,electrical conductor,3,4
CES201705,14486,897,fork,uit elkaar trekken,elkaar trekken,pull together,3,4
CES201705,16042,967,fork,Elke dag gebruik je er wel 1,elke dag gebruik wel,use every day,0,0
CES201705,13418,850,fork,ergens insteken,ergens insteken,insert somewhere,3,4
CES201705,13950,878,fork,om iets ergens uit te pulken,ergens pulken,picking somewhere,3,4
CES201705,14513,910,fork,kan je ergens in steken,ergens steken,stuck somewhere,3,4
CES201705,12881,810,fork,eten,eten,eat,1,5
CES201705,12891,811,fork,eten,eten,eat,1,5
CES201705,12917,813,fork,eten,eten,eat,1,5
CES201705,12956,815,fork,eten,eten,eat,1,5
CES201705,12961,817,fork,eten,eten,eat,1,5
CES201705,12968,818,fork,eten,eten,eat,1,5
CES201705,12987,819,fork,eten,eten,eat,1,5
CES201705,13009,821,fork,mee eten,eten,eat,1,5
CES201705,13022,823,fork,eten,eten,eat,1,5
CES201705,13042,820,fork,eten,eten,eat,1,5
CES201705,13065,824,fork,eten,eten,eat,1,5
CES201705,13090,826,fork,eten,eten,eat,1,5
CES201705,13109,828,fork,eten,eten,eat,1,5
CES201705,13149,832,fork,eten,eten,eat,1,5
CES201705,13189,842,fork,eten,eten,eat,1,5
CES201705,13190,842,fork,eten,eten,eat,1,5
CES201705,13195,835,fork,eten,eten,eat,1,5
CES201705,13212,834,fork,eten,eten,eat,1,5
CES201705,13224,837,fork,eten,eten,eat,1,5
CES201705,13233,833,fork,eten,eten,eat,1,5
CES201705,13255,841,fork,eten,eten,eat,1,5
CES201705,13269,836,fork,eten,eten,eat,1,5
CES201705,13277,839,fork,eten,eten,eat,1,5
CES201705,13290,844,fork,eten,eten,eat,1,5
CES201705,13312,845,fork,eten,eten,eat,1,5
CES201705,13326,846,fork,Eten,eten,eat,1,5
CES201705,13338,849,fork,eten,eten,eat,1,5
CES201705,13368,857,fork,eten,eten,eat,1,5
CES201705,13376,851,fork,eten,eten,eat,1,5
CES201705,13383,852,fork,eten,eten,eat,1,5
CES201705,13386,856,fork,eten,eten,eat,1,5
CES201705,13390,854,fork,eten,eten,eat,1,5
CES201705,13417,850,fork,ermee eten,eten,eat,1,5
CES201705,13435,855,fork,eten,eten,eat,1,5
CES201705,13486,860,fork,eten,eten,eat,1,5
CES201705,13562,861,fork,eten,eten,eat,1,5
CES201705,13726,871,fork,eten ,eten,eat,1,5
CES201705,13731,866,fork,eten,eten,eat,1,5
CES201705,13734,870,fork,eten,eten,eat,1,5
CES201705,13746,867,fork,eten ,eten,eat,1,5
CES201705,13754,874,fork,eten,eten,eat,1,5
CES201705,13763,868,fork,eten,eten,eat,1,5
CES201705,13771,873,fork,eten,eten,eat,1,5
CES201705,13825,872,fork,eten,eten,eat,1,5
CES201705,13896,876,fork,eten,eten,eat,1,5
CES201705,13935,877,fork,eten,eten,eat,1,5
CES201705,13982,880,fork,ermee eten,eten,eat,1,5
CES201705,14051,883,fork,eten,eten,eat,1,5
CES201705,14074,884,fork,voor het eten,eten,eat,1,5
CES201705,14119,886,fork,eten,eten,eat,1,5
CES201705,14162,888,fork,eten,eten,eat,1,5
CES201705,14173,887,fork,eten,eten,eat,1,5
CES201705,14206,889,fork,eten,eten,eat,1,5
CES201705,14419,906,fork,eten,eten,eat,1,5
CES201705,14441,909,fork,eten,eten,eat,1,5
CES201705,14451,902,fork,eten,eten,eat,1,5
CES201705,14464,900,fork,eten,eten,eat,1,5
CES201705,14466,903,fork,eten,eten,eat,1,5
CES201705,14479,897,fork,mee eten,eten,eat,1,5
CES201705,14484,897,fork,eten,eten,eat,1,5
