research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01
CES201712,18003,1177,paperclip,a4,a,a,0,0
CES201712,18220,1201,paperclip,alternatief voor knoop,alternatief knoop,alternative button,4,4
CES201712,18250.1,1209,paperclip,als architecturele inspiratie gebruiken,architecturale inspiratie,architectural inspiration,4,4
CES201712,17709,1137,paperclip,een armband maken,armband,bracelet,3,4
CES201712,17789,1142,paperclip,armband,armband,bracelet,3,4
CES201712,17919,1161,paperclip,armband,armband,bracelet,3,4
CES201712,18082,1183,paperclip,armband van maken ,armband,bracelet,3,4
CES201712,18135,1194,paperclip,armband,armband,bracelet,3,4
CES201712,18274,1212,paperclip,armband,armband,bracelet,3,4
CES201712,18328,1221,paperclip,armband van maken,armband,bracelet,3,4
CES201712,18492,1241,paperclip,armband,armband,bracelet,3,4
CES201712,17646,1131,paperclip,armabnd van maken veel aan elkaar rijgen,armband elkaar rijgen,string bracelet together,3,4
CES201712,18365,1227,paperclip,art,art,art,3,1
CES201712,18078,1183,paperclip,auto mee te bekrassen ,auto bekrassen,scratch car,2,5
CES201712,18416,1232,paperclip,ballon kapot prikken,ballon kapot prikken,pop balloon,2,5
CES201712,18253,1218,paperclip,bandjes van BH aan elkaar verbinden voor een kruiselings effect,bandjes bh elkaar verbinden kruiselings effect,bra straps connect together in crosswise effect,4,5
CES201712,18188,1199,paperclip,gebruiken om bandjes van een jurk bij elkaar te houden op je rug,bandjes jurk elkaar houden rug,dress straps hold together back,4,5
CES201712,18122,1196,paperclip,basischool,basisschool,primary school,0,0
CES201712,18174,1203,paperclip,bedel voor aan je ketting,bedel ketting,charm necklace,3,4
CES201712,18142,1202,paperclip,beestje,beestje,creature,3,1
CES201712,17641.2,1130,paperclip, dat je hem in een beker moet flippen,beker flippen,cup flipping,4,5
CES201712,16913,1128,paperclip,berg mee maken om in te springen,berg springen,mountain jumping,5,3
CES201712,17953,1166,paperclip,beschilderen,beschilderen,paint,3,3
CES201712,18314,1224,paperclip,beschilderen,beschilderen,paint,3,3
CES201712,18389,1226,paperclip,bh bandjes bij elkaar doen aan de achterkant,bh bandjes elkaar achterkant,bra straps meet at the back,4,5
CES201712,18076,1183,paperclip,bh bandjes naar elkaar toe doen,bh bandjes elkaar toe,bra straps together,4,5
CES201712,18155,1182,paperclip,bh bandjes kruizen op rug ,bh bandjes kruizen rug,bra straps cross back,4,5
CES201712,18181,1200,paperclip,kan je gebruiken om de bh strapsjes kruiselings te zetten zodat ie niet te zien is hij het dragen,bh straps kruiselings zetten zodat ie niet zien dragen,Place bra straps crosswise so that you cannot see them being worn,4,5
CES201712,17964,1178,paperclip,bijeenhouder,bijeen houder,holder together,1,4
CES201712,17881,1167,paperclip,bijeenhouden,bijeenhouden,hold together,1,4
CES201712,17915,1161,paperclip,bijl,bijl,axe,0,0
CES201712,18309,1224,paperclip,Blaadjes aan elkaar maken,blaadjes elkaar,leaves together,1,5
CES201712,18467,1237,paperclip,Je kunt blaadjes bij elkaar halen ,blaadjes elkaar halen,pick up leaves,1,5
CES201712,18194,1198,paperclip,blaadjes aan elkaar vastmaken,blaadjes elkaar vastmaken,attach leaves together,1,5
CES201712,18178,1200,paperclip,om blaadjes vast te maken,blaadjes vast,leaves,1,5
CES201712,17733,1138,paperclip,Blaadjes vasthouden,blaadjes vasthouden,hold leaves,1,5
CES201712,18468,1237,paperclip,Je kunt een bladzijde van een boek mee onthouden door het op die bladzijde te clippen,bladzijde boek onthouden bladzijde klippen,page book remember page clip,2,5
CES201712,17645,1131,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,17800,1134,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,17985,1144,paperclip,Al boekenlegger,boekenlegger,bookmark,2,5
CES201712,17930,1168,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,17968,1178,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,18075,1183,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,18064,1189,paperclip,Boekenlegger,boekenlegger,bookmark,2,5
CES201712,18306,1206,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,18436,1234,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,18449,1235,paperclip,boekenlegger,boekenlegger,bookmark,2,5
CES201712,18470,1237,paperclip,Je kunt het als boeklegger gebruiken,boeklegger,bookmark,2,5
CES201712,17972,1163,paperclip,Bookmark,bookmark,bookmark,2,5
CES201712,17865,1148,paperclip,boortje,boortje,drill,4,3
CES201712,18304,1206,paperclip,bordprikker,bordprikker,plate picker,3,5
CES201712,18412,1230,paperclip, bos bloemen bij elkaar binden,bos bloemen elkaar binden,bunch of flowers tie together,3,4
CES201712,18366,1227,paperclip,boterham zakje,boterham zakje,sandwich bag,2,5
CES201712,18398,1231,paperclip,te brede kleding smaller maken,brede kleding smaller,wide clothes narrower,2,4
CES201712,18383,1228,paperclip,breken,breken,break,1,5
CES201712,17876,1162,paperclip,om intebreken in een deur,breken deur,breaking door,3,4
CES201712,18219,1201,paperclip,broche,broche,brooch,3,4
CES201712,18285,1223,paperclip,broche,broche,brooch,3,4
CES201712,18321,1219,paperclip,broekriem,broekriem,belt,5,3
CES201712,17883,1167,paperclip,buigbaar,buigbaar,bendable,0,0
CES201712,17808,1151,paperclip,buigen ,buigen,bend,1,5
CES201712,18146,1192,paperclip,buigen,buigen,bend,1,5
CES201712,18214,1217,paperclip,buigen,buigen,bend,1,5
CES201712,18323,1219,paperclip,buigen,buigen,bend,1,5
CES201712,18354,1225,paperclip,buigen],buigen,bend,1,5
CES201712,18378,1228,paperclip,buigen,buigen,bend,1,5
CES201712,17077,1129,paperclip,buigen tot een leuke vorm,buigen leuke vorm,bend nice shape,2,5
CES201712,17858,1148,paperclip,bureau,bureau,desk,0,0
CES201712,18131,1196,paperclip,bureau,bureau,desk,0,0
CES201712,17863,1148,paperclip,clipje,clipje,clip,1,4
CES201712,18004,1177,paperclip,clipje,clipje,clip,1,4
CES201712,17729,1143,paperclip,coctail prikkers,cocktail prikkers,cocktail sticks,4,5
CES201712,18357,1225,paperclip,creatief,creatief,creatively,0,0
CES201712,18305,1206,paperclip,decoraties van maken,decoraties,decorations,3,3
CES201712,18294,1213,paperclip,deur mee openen ,deur openen,open door,3,4
CES201712,17929,1168,paperclip,deuren open maken,deuren open,doors open,3,4
CES201712,18050,1174,paperclip,deuren open maken,deuren open,doors open,3,4
CES201712,18229,1188,paperclip,deuren openen,deuren openen,open doors,3,4
CES201712,18158,1190,paperclip,deuropener,deuropener,door opener,3,4
