research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
CES201606,639,18,towel,om je af te drogen ,af drogen,dry,1,5
CES201606,723,19,towel,als afbakening van iets,afbakening,demarcation,3,4
CES201606,1518,38,towel,afdekken van fruit,afdekken fruit,cover fruit,2,5
CES201606,722,19,towel,afdrogen,afdrogen,dry,1,5
CES201606,834,20,towel,afdrogen,afdrogen,dry,1,5
CES201606,1395,35,towel,afdrogen,afdrogen,dry,1,5
CES201606,1553,39,towel,afdrogen,afdrogen,dry,1,5
CES201606,1989,48,towel,afdrogen,afdrogen,dry,1,5
CES201606,2101,51,towel,afsluiting,afsluiting,closing,2,4
CES201606,1556,39,towel,afstoffen,afstoffen,dust off,2,5
CES201606,325,14,towel,de afwas mee afdrogen,afwas afdrogen,dry dishes,1,5
CES201606,2106.1,51,towel,of iets anders schoon te maken,anders schoon,otherwise clean,1,5
CES201606,1786,45,towel,baby-inwikkeldoek voor om je lichaam,Baby inwikkel doek lichaam,Baby wrapping cloth body,2,5
CES201606,1338,30,towel,badlaken,badlaken,bath towel,1,5
CES201606,200,12,towel,badmat,badmat,bath mat,1,5
CES201606,2103,51,towel,of badmat,badmat,bath mat,1,5
CES201606,556,17,towel,bakken,bakken,baking,3,2
CES201606,1098,25,towel,bandana,bandana,bandanna,3,4
CES201606,730,19,towel,als bedekking van lichaamsdelen,bedekking lichaamsdelen,covering body parts,2,5
CES201606,558,17,towel,begraven,begraven,bury,3,3
CES201606,195,12,towel,behang,behang,wallpaper,3,2
CES201606,644,18,towel,als bekleding van de bank ,bekleding bank,sofa upholstery,3,3
CES201606,491,16,towel,bescherming ,bescherming,protection,2,4
CES201606,1597,40,towel,bescherming voor glaswerk bij het verhuizen,bescherming glaswerk verhuizen,moving glassware protection,2,4
CES201606,1148,26,towel,bestek inwikkelen voor een picknick,bestek inwikkelen picknick,cutlery wrapping picnic,2,5
CES201606,1280,29,towel,BH,bh,bra,4,2
CES201606,326,14,towel,als blinddoek,blinddoek,blindfold,2,5
CES201606,1785,45,towel,blinddoek,blinddoek,blindfold,2,5
CES201606,1865,46,towel,blinddoek,blinddoek,blindfold,2,5
CES201606,1936,47,towel,als blinddoek,blinddoek,blindfold,2,5
CES201606,1443,36,towel,of als bodem,bodem,soil,2,2
CES201606,1522,38,towel,brand blussen,brand blussen,extinguish fire,3,4
CES201606,490,16,towel,brandmateriaal,brandmateriaal,burning material,3,3
CES201606,1396,35,towel,ietsbreekbaars erin verpakken,breekbaars erin verpakken,packing fragile items in it,2,5
CES201606,554,17,towel,breken,breken,break,3,2
CES201606,192,12,towel,broek,broek,trousers,3,3
CES201606,255,13,towel,of broek,broek,trousers,3,3
CES201606,1094,25,towel,broek,broek,trousers,3,3
CES201606,1333,30,towel,buitenlucht,buitenlucht,outside air,0,0
